"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:3O8H3HOCwGiae4zMMFpD0h","Bodyrock","spotify:artist:3OsRAKCvk37zwYcnzRf5XF","Moby","spotify:album:1ZFjvEN3C2J1Q1xVhu2YaC","Play","spotify:artist:3OsRAKCvk37zwYcnzRf5XF","Moby","1999","https://i.scdn.co/image/ab67616d0000b27328b5ffb477f5dc8cf9b3c6a9","1","7","216426","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:72aCha2Meq7txnk451hz7k","Helicopter","spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ","Bloc Party","spotify:album:4KeTvCYCel3Ky58FirciWp","Silent Alarm","spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ","Bloc Party","2005-01-01","https://i.scdn.co/image/ab67616d0000b273ef8d4b16fe9b2a83891ae105","1","2","220173","https://p.scdn.co/mp3-preview/51e07b95dba9e3620995858b01ee15b74fd021d2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:5nbVi62Tuwj465QksHK7GM","Red Morning Light","spotify:artist:2qk9voo8llSGYcZ6xrBzKx","Kings of Leon","spotify:album:43DNPjzCFuRfQRJcoCg9Ec","Youth And Young Manhood","spotify:artist:2qk9voo8llSGYcZ6xrBzKx","Kings of Leon","2003-08-19","https://i.scdn.co/image/ab67616d0000b273ea475b4a7f54cfa6b2e6ab4d","1","1","179426","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:6uh5EIr5yiHqOuTlD0cDmS","Escapee","spotify:artist:60eT7q88iLWKnuSXed1AGr","Architecture In Helsinki","spotify:album:5IjzYQHXdxVUPeTs325yrK","Moment Bends","spotify:artist:60eT7q88iLWKnuSXed1AGr","Architecture In Helsinki","2011-04-11","https://i.scdn.co/image/ab67616d0000b27378865fddd372139961f351b5","1","2","178146","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:4KByCMUzfWmvXAO7ILudGb","L.S.F.","spotify:artist:11wRdbnoYqRddKBrpHt4Ue","Kasabian","spotify:album:1bal8timtSrmUPfQNeUFH0","Kasabian","spotify:artist:11wRdbnoYqRddKBrpHt4Ue","Kasabian","2004-09-04","https://i.scdn.co/image/ab67616d0000b2731db4ff9cdeeb1e18218e9b5b","1","6","197600","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:7hpFYWL3cw5m4y70cce7Zb","We Used To Be Friends","spotify:artist:7siPLyFwRFYQkKgWKJ5Sod","The Dandy Warhols","spotify:album:2SS8nVmmgJqJhRuYGboIOx","Welcome To The Monkey House","spotify:artist:7siPLyFwRFYQkKgWKJ5Sod","The Dandy Warhols","2003-01-01","https://i.scdn.co/image/ab67616d0000b2731dd9303a64f5e6205f4a562f","1","2","199960","https://p.scdn.co/mp3-preview/82e875c326b1e4a11db589fbabae7e04a1045b02?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:4fx7FB9fD76i3vs1QkFDAd","Guten Tag","spotify:artist:3jiOHVFdVQjbSDVeC7RgY7","Wir Sind Helden","spotify:album:36BN0BldWYmi6mJQ0yHd2v","Wir Sind Helden EP","spotify:artist:3jiOHVFdVQjbSDVeC7RgY7","Wir Sind Helden","2006-01-01","https://i.scdn.co/image/ab67616d0000b273c92409de4d4aedd0a1c0ef6d","1","1","217066","https://p.scdn.co/mp3-preview/d8e8fd103ae7580854d8d1baf4b5b1b3ab0775ad?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:1Hd8LnDfCZltoUvuwDl6ZC","Rise To The Challenge","spotify:artist:2EeUsNnv2BcVIGhBZ5SV8z","Asian Dub Foundation","spotify:album:5v8lBCWTqHrCy5b0DDaRtV","Enemy Of The Enemy (Remastered)","spotify:artist:2EeUsNnv2BcVIGhBZ5SV8z","Asian Dub Foundation","2003","https://i.scdn.co/image/ab67616d0000b273c011ea783fb5bcabbc0bacb0","1","2","265000","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:44muZiVSznL0U8NOdPhHWK","Rude Boy Rock","spotify:artist:7bbNDyqoHKXXk7GYxigXa1","Lionrock","spotify:album:3SRhgB7d4b6sUpJ7QabN1O","City Delirious","spotify:artist:7bbNDyqoHKXXk7GYxigXa1","Lionrock","1998-06-02","https://i.scdn.co/image/ab67616d0000b273e42b29e7dc3066b4051abcb5","1","2","290600","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:4OMNFPTvpFOPI8JGHl8SCn","The Rockafeller Skank","spotify:artist:4Y7tXHSEejGu1vQ9bwDdXW","Fatboy Slim","spotify:album:74IAJ1pjsSHK0acSmm8J8K","You've Come A Long Way Baby 10th Anniversary Edition","spotify:artist:4Y7tXHSEejGu1vQ9bwDdXW","Fatboy Slim","2008-11-30","https://i.scdn.co/image/ab67616d0000b27377fb687a0f5c35376cd9306c","1","2","413880","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:4nz2GT9bHKUkl8eiGQwSUf","It's Only Us","spotify:artist:2HcwFjNelS49kFbfvMxQYw","Robbie Williams","spotify:album:3KnJzJIjhNYr7G1VErTLH3","In And Out Of Consciousness: Greatest Hits 1990 - 2010","spotify:artist:2HcwFjNelS49kFbfvMxQYw","Robbie Williams","2010-01-01","https://i.scdn.co/image/ab67616d0000b27392b320c0a45db23a69e2c366","1","28","171613","https://p.scdn.co/mp3-preview/3e215b71ee5e470859a2eecd4bd2850b26e15215?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:1bx7OUl2UmAnA5oZkm9If7","Jerk It Out","spotify:artist:4rGrN4XDYhP6dUAZMvcuHr","Caesars","spotify:album:1D5ebxOCFrG8U6p98zZHCi","Jerk It Out","spotify:artist:4rGrN4XDYhP6dUAZMvcuHr","Caesars","2005-01-14","https://i.scdn.co/image/ab67616d0000b273b2bf866a8c5bd281353ea1f1","1","1","195666","https://p.scdn.co/mp3-preview/fe5481ef8fbe5b2ba6f4417aa162e9f9d6d4edc7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:5ceGNTupZfDNuVFabcJjJZ","Train","spotify:artist:5BKsn7SCN2XmbF7apdCpRS","Goldfrapp","spotify:album:17l17FkcmYoOYXwRcfP99Z","The Singles","spotify:artist:5BKsn7SCN2XmbF7apdCpRS","Goldfrapp","2012","https://i.scdn.co/image/ab67616d0000b273ff2df047e26cd69c72ba9abf","1","8","251200","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:6sMchDscdAAmrODmhPR92m","Nothing But You","spotify:artist:7wU1naftD3lNq7rNsiDvOR, spotify:artist:28tXKxSzpxFCXnvbvu6plS","Paul van Dyk, Hemstock & Jennings","spotify:album:29PjSxDSjro8kydAIk1W4B","Reflections","spotify:artist:7wU1naftD3lNq7rNsiDvOR","Paul van Dyk","2003","https://i.scdn.co/image/ab67616d0000b2736d24f0805847093008df0e42","1","5","417333","https://p.scdn.co/mp3-preview/ca41c07436647727013a4ac419eea9fde702fed5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:73RGpQg8Cxtly4QuHtNiOd","Town Called Malice","spotify:artist:2P560DaOMNDUACoH8ZhOCR","The Jam","spotify:album:50d9Hx8o4z7XooQItBG9nH","The Jam Story","spotify:artist:2P560DaOMNDUACoH8ZhOCR","The Jam","2006-06-05","https://i.scdn.co/image/ab67616d0000b273b9b16c12c6591a634c7d2ee6","2","12","172866","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:670yyrDDstk8C5TBJKCJ4G","Rain Down on Me - Tiësto Remix","spotify:artist:7rgKxnnBAsZ7Q04d6jICu6","Kane","spotify:album:6ZvhbZvBwNYrRoWh3wxTkJ","What If","spotify:artist:7rgKxnnBAsZ7Q04d6jICu6","Kane","2004-06-04","https://i.scdn.co/image/ab67616d0000b273b9c878e46221c50a1e304528","1","12","419666","https://p.scdn.co/mp3-preview/6f80a64ef0ac8f1b01edc174e523318a6329be5e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:4vm1hLr8OVZax4fCBciLHg","Myxomatosis","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","spotify:album:5GcgkRjhWDxrOTDk0TJQK8","Hail to the Thief (Collector's Edition)","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","2003-06-09","https://i.scdn.co/image/ab67616d0000b27368c90af6f86c0f71bb118d1c","1","12","232533","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:2akt18wJO49Z7vftvIkeKA","Rhythm Bandits","spotify:artist:7xNPROyVfkH4mcIxxCxySm","Junior Senior","spotify:album:2HLFDKIXBicpuQBbojVva1","D-D-Don't Don't Stop The Beat","spotify:artist:7xNPROyVfkH4mcIxxCxySm","Junior Senior","2002-03-04","https://i.scdn.co/image/ab67616d0000b273901b40b5cafd207b297a36bf","1","2","168186","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:3DELXBOaCxwyLBr3s5AAlN","Fools Gold","spotify:artist:1lYT0A0LV5DUfxr6doRP3d","The Stone Roses","spotify:album:0pvhletDH7CphbKErUtPCF","80s 100 Hits","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-26","https://i.scdn.co/image/ab67616d0000b273db56ceff816b668b7b6f04ff","1","40","246200","https://p.scdn.co/mp3-preview/9836df3de0539c5b3923f17f6d32272e7b2e87fc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:4hwTJMfXrDiEy6QHtSWfHS","Burn Burn","spotify:artist:7KnaZr690xW0sCihF9Z8oP","lostprophets","spotify:album:6Vc9cDiVRKH013ycHKN9nr","Start Something","spotify:artist:7KnaZr690xW0sCihF9Z8oP","lostprophets","2004-02-02","https://i.scdn.co/image/ab67616d0000b273528c0fda8f7fc339ac33c9ff","1","5","216240","https://p.scdn.co/mp3-preview/eb0bf989bcd59d20c612de3c7aea6dc587ee2548?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:0xkoAWPy3JnVTnDqPPgy0h","That Great Love Sound","spotify:artist:3LTXHU3DhiYzGIgF2PP8Q8","The Raveonettes","spotify:album:02IWlpaz5c17t21cs0PW9L","Chain Gang Of Love","spotify:artist:3LTXHU3DhiYzGIgF2PP8Q8","The Raveonettes","2003-08-25","https://i.scdn.co/image/ab67616d0000b273389e53944c176868fc91ff72","1","2","195533","https://p.scdn.co/mp3-preview/ac71bdf34e684075b18f624827a014a20d6cbe95?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:1i8EiDN3czk8lDYEiyCXQO","No Roots","spotify:artist:5T4UKHhr4HGIC0VzdZQtAE","Faithless","spotify:album:5VsdAamB1UmApCNBwdSFiw","No Roots","spotify:artist:5T4UKHhr4HGIC0VzdZQtAE","Faithless","2004-07-24","https://i.scdn.co/image/ab67616d0000b2736ea929d6be9783558c58edc1","1","9","323906","https://p.scdn.co/mp3-preview/68a55b4f64e7feb5c71a5cd2e05cd172b6aa33c8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:7FyleHL9CFHSvmo8sG0CdT","Tell Her Tonight","spotify:artist:0XNa1vTidXlvJ2gHSsRi4A","Franz Ferdinand","spotify:album:33gUUxzd5kOjRTraCSbws2","Franz Ferdinand","spotify:artist:0XNa1vTidXlvJ2gHSsRi4A","Franz Ferdinand","2004","https://i.scdn.co/image/ab67616d0000b2732488e165fd8739d836ccb426","1","2","139573","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:73QQSP8t5fI2YNf3TaWwut","What You Need","spotify:artist:1eClJfHLoDI4rZe5HxzBFv","INXS","spotify:album:7CJvhqb2PJq5fBcY6eKqjl","INXS Remastered","spotify:artist:1eClJfHLoDI4rZe5HxzBFv","INXS","2011-01-01","https://i.scdn.co/image/ab67616d0000b273114b2baa75317b81a8c9c7ca","5","1","216013","https://p.scdn.co/mp3-preview/e047766f9fb2b60d6aad51e59b9c20e3750e1309?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:2wFGhWFe65RfQ1wWUZXs5r","Irish Blood, English Heart","spotify:artist:3iTsJGG39nMg9YiolUgLMQ","Morrissey","spotify:album:44XQUrjTTkUAzsBPaecKt7","Morrissey Greatest Hits","spotify:artist:3iTsJGG39nMg9YiolUgLMQ","Morrissey","2008-01-01","https://i.scdn.co/image/ab67616d0000b2736a203f9ec15d7b846b142f57","1","4","156400","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:6cxLRWPZQ6dmb0lJ5Ph8Tu","Blue Monday","spotify:artist:0yNLKJebCb8Aueb54LYya3","New Order","spotify:album:0YdEEZG4XiZN7AOxuNrmaR","Blue Monday","spotify:artist:0yNLKJebCb8Aueb54LYya3","New Order","1983","https://i.scdn.co/image/ab67616d0000b2733335c77ba8fc72c0614ea1f7","1","1","447013","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:2EkHRvgHxpIbprRt5qKEDg","Augen auf - Radio Edit","spotify:artist:2mZITUvfEwrKlksoGpHTsM","OOMPH!","spotify:album:6KRD2bSixFisAAMph2JOws","Augen Auf","spotify:artist:2mZITUvfEwrKlksoGpHTsM","OOMPH!","2003-12-19","https://i.scdn.co/image/ab67616d0000b273b0b41bab0dae2a7e013b8af9","1","1","203586","https://p.scdn.co/mp3-preview/265b91b5eec5ba11dacefc98b2e5fb5a60dcf4b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:2SSJAW4ReQHLuDwpxVZglq","Beautiful Goal!","spotify:artist:5MO2kbaGGA2a8kL4c9qqHq","Paul Oakenfold","spotify:album:5UAHyn4B54k4KySzfIhRxo","Beautiful Goal! (from FIFA 2005)","spotify:artist:1gsT5GesFZ2qkDkgPxMUA1","EA Games Soundtrack","2006-06-19","https://i.scdn.co/image/ab67616d0000b27323155b4d06a6571bc8033ac2","1","1","96453","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:7KCRCzZ8adIMdYODWNSOhe","Take Your Mama","spotify:artist:3Y10boYzeuFCJ4Qgp53w6o","Scissor Sisters","spotify:album:1StniGRXdROPIPjj9Pkdz0","Scissor Sisters (Ecopac)","spotify:artist:3Y10boYzeuFCJ4Qgp53w6o","Scissor Sisters","2004","https://i.scdn.co/image/ab67616d0000b273c160e44b55d2987d5cc8b488","1","2","271906","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:159ZqSu3KjblSDur8JezS3","Fit but You Know It","spotify:artist:4GvOygVQquMaPm8oAc0vXi","The Streets","spotify:album:4hLfRsZxWn7X4QvXR49Z1L","Fit but You Know It","spotify:artist:4GvOygVQquMaPm8oAc0vXi","The Streets","2004","https://i.scdn.co/image/ab67616d0000b273e23c87bf2fa149f5e50f4f79","1","1","253466","","true","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:0OwP88m46SzRRKeXgciYrb","Civil Sin","spotify:artist:5qVBMUGPLZJlWqeLgKrs4U","Boy Kill Boy","spotify:album:0Ojy4Y0644YUdi0US57wMF","Civilian","spotify:artist:5qVBMUGPLZJlWqeLgKrs4U","Boy Kill Boy","2006-01-01","https://i.scdn.co/image/ab67616d0000b273d58b4f775b7cecec92701785","1","7","234373","https://p.scdn.co/mp3-preview/80c42acfc3a47f51ff1316bdfc71de7359f52835?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:3lPr8ghNDBLc2uZovNyLs9","Supermassive Black Hole","spotify:artist:12Chz98pHFMPJEknJQMWvI","Muse","spotify:album:0lw68yx3MhKflWFqCsGkIs","Black Holes and Revelations","spotify:artist:12Chz98pHFMPJEknJQMWvI","Muse","2006-06-19","https://i.scdn.co/image/ab67616d0000b27328933b808bfb4cbbd0385400","1","3","212439","https://p.scdn.co/mp3-preview/7ab3e38ce1671da3a185d8685981983a6f39b7bd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:1nfvHt9h4eyCQRsj4Dt511","Sewn","spotify:artist:299e5bbawhQ06wme8IP90Z, spotify:artist:5hwRvqN9VhwkVvCwK1UBho, spotify:artist:0gzdbnByrk746IbfeUA46X, spotify:artist:32Vl4iIybZBaf4B6OACDQS, spotify:artist:7n919ge3SJqtvjyywkZwVe, spotify:artist:4AksvCnkZaQoTu1nJr62Db","Dan Gillespie Sells, Kevin Jeremiah, Ciaran Jeremiah, Richard Jones, Paul Stewart, The Feeling","spotify:album:3CX1TI0hKkSrUuOAZwjgiH","Sewn","spotify:artist:0gzdbnByrk746IbfeUA46X, spotify:artist:5hwRvqN9VhwkVvCwK1UBho, spotify:artist:32Vl4iIybZBaf4B6OACDQS, spotify:artist:4AksvCnkZaQoTu1nJr62Db","Ciaran Jeremiah, Kevin Jeremiah, Richard Jones, The Feeling","2006-01-01","https://i.scdn.co/image/ab67616d0000b273bdf9baec5802716ebc933278","1","1","355760","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:1IRVDJt041czMtqOQNOV05","Discotech","spotify:artist:0EbhmxFgno89aNQUnamFNW","Young Love","spotify:album:3DmAjbnU8xIdxftKjs7BRt","Too Young To Fight It","spotify:artist:0EbhmxFgno89aNQUnamFNW","Young Love","2007-01-01","https://i.scdn.co/image/ab67616d0000b273f00382b5e499be7759134217","1","1","234360","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:3zYYdVwRWn7RVAtLMbN5cA","Gone up in Flames","spotify:artist:3UvsX37JzJrmhTea2t3Wei","Morning Runner","spotify:album:28LdjuId10OCMjBeeuXoOm","Gone Up In Flames","spotify:artist:3UvsX37JzJrmhTea2t3Wei","Morning Runner","2005-07-29","https://i.scdn.co/image/ab67616d0000b273c2e507227d29feb46e4141b9","1","1","174689","https://p.scdn.co/mp3-preview/840c3bb632e5180134030c82f9fd14384e565965?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:1nEgjXj55H13PrFAB88LNS","Nothing In My Way","spotify:artist:53A0W3U0s8diEn9RhXQhVz","Keane","spotify:album:6yYXvSATHip80Urw0r12GY","Under The Iron Sea (UK edition)","spotify:artist:53A0W3U0s8diEn9RhXQhVz","Keane","2006-05-19","https://i.scdn.co/image/ab67616d0000b27312c964708604f35dadabebe2","1","3","240386","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:0Wyz4eOrXW1P99huvSbHEx","Kick This","spotify:artist:4LtIfuFeAamus9OOItuWDD","Us3","spotify:album:30aEfBVXHDBJwrpLxNW1G3","Schizophonic","spotify:artist:4LtIfuFeAamus9OOItuWDD","Us3","2006-05-28","https://i.scdn.co/image/ab67616d0000b273579add4863189326eab43325","1","2","267013","https://p.scdn.co/mp3-preview/c9c464d176f3f098956fd7ca7f423e41cd69edc0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:7u5PKPeDwAvLwoBxO6qh0H","What Planet You On","spotify:artist:3FVJvsdVNbVmydSuI22Z5v, spotify:artist:4ugGMtXC28CVR5hlYJy9wV","Bodyrox, Luciana","spotify:album:6MEY9eUq9wLygTTiVt3f5Q","Hot Hits Transamérica FM","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2008-01-01","https://i.scdn.co/image/ab67616d0000b273881570512cc5508b45794d37","1","3","177840","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:5JPWmf7ZcJTSKOzzyGyPUI","Closer","spotify:artist:3bUwxJgNakzYKkqAVgZLlh","Travis","spotify:album:6jlRy9R2ugFrUiMOf494hJ","The Boy With No Name","spotify:artist:3bUwxJgNakzYKkqAVgZLlh","Travis","2007-05-07","https://i.scdn.co/image/ab67616d0000b27301acfce125b937a2196e1c17","1","3","240626","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:4spfRBAAdrMKR35lZWrgYF","Goodbye Mr A","spotify:artist:4LlDtNr8qFwhrT8eL2wzH4","The Hoosiers","spotify:album:5sScGdiKDLwMPQMO688baH","The Trick To Life","spotify:artist:4LlDtNr8qFwhrT8eL2wzH4","The Hoosiers","2007-10-22","https://i.scdn.co/image/ab67616d0000b273340218cd71fdd076b55a8ca5","1","4","266813","https://p.scdn.co/mp3-preview/1ea6c1e9574447f985c37bc5952a275fc7c2c5a2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:5CoHWtIo2xRgBqVtm4OgcF","Monster","spotify:artist:7IZcg74X6CKzf0SfRliRrB","The Automatic","spotify:album:7cYDGZtlIF7R7EaFBhPU6B","Monster","spotify:artist:7IZcg74X6CKzf0SfRliRrB","The Automatic","2006-01-01","https://i.scdn.co/image/ab67616d0000b2737ccd57b375a71657e1c7dc1e","1","1","222440","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:1gk4GlnculQR84IbqkVNwA","I Believe","spotify:artist:31DXlldabwPHwu6dYevuzK","Simian Mobile Disco","spotify:album:5WNB89bRkFrX9NkWymKXxf","Attack Decay Sustain Release","spotify:artist:31DXlldabwPHwu6dYevuzK","Simian Mobile Disco","2007","https://i.scdn.co/image/ab67616d0000b2730eae3682e6e2b787756727d9","1","6","198560","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:3Q7LM1MsRgb90nNYhlkysg","Bum Like You","spotify:artist:6UE7nl9mha6s8z0wFQFIZ2","Robyn","spotify:album:0aYLn5M778O6WkGYfXhbzJ","Robyn (Special Edition)","spotify:artist:6UE7nl9mha6s8z0wFQFIZ2","Robyn","2005-04-27","https://i.scdn.co/image/ab67616d0000b27337bc7120c98085ba1b89b022","1","5","207013","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:5Qy94nGXaxmkX0aesEMivI","Don't Give Up","spotify:artist:6oX4tx055oEFYM3ahDTyOD","Noisettes","spotify:album:5OIZDhByxIUksqPPdvyyAV","Don't Give Up","spotify:artist:6oX4tx055oEFYM3ahDTyOD","Noisettes","2006-01-01","https://i.scdn.co/image/ab67616d0000b2736f43d894bcebdeef2dcd242c","1","1","151946","https://p.scdn.co/mp3-preview/98150f063001d79287a506f8bcda8fc2985431b3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","8","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:5vRgboXOynmhDKMg8krSws","The Unshockable","spotify:artist:048FBwXjFYBWxSggPDipic","Maximo Park","spotify:album:6mDHmXgvy79alh2CwEmMxJ","Our Earthly Pleasures","spotify:artist:048FBwXjFYBWxSggPDipic","Maximo Park","2007-04-01","https://i.scdn.co/image/ab67616d0000b273cc446d347e881f544131f10e","1","7","196373","https://p.scdn.co/mp3-preview/1393a951a2ee200feb3c06487977a58db49bb2c7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:3HDVoahymRW0kjFXDuoEGx","FaFaFa","spotify:artist:4foARo5aSfuIuDLupoxK4k","Datarock","spotify:album:3JFIUNFQSIYV1gnEInuvCJ","Datarock Datarock","spotify:artist:4foARo5aSfuIuDLupoxK4k","Datarock","2005","https://i.scdn.co/image/ab67616d0000b2739655f476e9547fc4fe271fc9","1","4","306733","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:1jLm0oY26G3OcZGGrRWlfa","Keep Your Head","spotify:artist:2wvUfjKGoXvcnDHq7GgMOa","The Ting Tings","spotify:album:5AL6jS7C15zCQftt875Cgy","We Started Nothing","spotify:artist:2wvUfjKGoXvcnDHq7GgMOa","The Ting Tings","2008-05-16","https://i.scdn.co/image/ab67616d0000b273b8fe9009772f5bcc3d722338","1","6","202320","https://p.scdn.co/mp3-preview/e9d8c12fa975abdc7126013b549a9ccd961d09a1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:4WLjmPvwASNqjjMPqk28BT","The End Where I Begin","spotify:artist:3AQRLZ9PuTAozP28Skbq8V","The Script","spotify:album:2hWSBJTWE0ce0NqJv2vzCc","The Script","spotify:artist:3AQRLZ9PuTAozP28Skbq8V","The Script","2008-07-14","https://i.scdn.co/image/ab67616d0000b273dde86e2f18dc87260491d0d1","1","7","214000","https://p.scdn.co/mp3-preview/2529408f74b84c68f7990afc69c07bca107767bb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:2F8jBs3ZBbQOvdlySky0zU","Untouched","spotify:artist:1dIdBZaaHRW2bDTkHNfWln","The Veronicas","spotify:album:5TA7i7PXDV8ZHhpiSsEMFt","Untouched","spotify:artist:1dIdBZaaHRW2bDTkHNfWln","The Veronicas","2007-12-08","https://i.scdn.co/image/ab67616d0000b2732a04bd2382f523b64e12e809","1","1","254360","https://p.scdn.co/mp3-preview/18d41d22ad0841523abc3d60945beb0b52445b5e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:6gGSSrKMiV2yec1DrqGhhy","Always Where I Need To Be","spotify:artist:1GLtl8uqKmnyCWxHmw9tL4","The Kooks","spotify:album:37he52Ye10gETvnot9bC2t","Konk","spotify:artist:1GLtl8uqKmnyCWxHmw9tL4","The Kooks","2008-01-01","https://i.scdn.co/image/ab67616d0000b2732d852918418f792e8dfceacd","1","2","161720","https://p.scdn.co/mp3-preview/1ce609bb366c8e2686866f9104f612ab92a4febe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","spotify:user:hcg.12","2021-10-04T03:00:45Z"
"spotify:track:6KTs7zQzja1DN87gEzrNSL","Butter","spotify:artist:0QJKELJZZuLAjqLOOixJm5","The Bloody Beetroots","spotify:album:7rpy8ozLgaJkY8AbwZ40CJ","Romborama","spotify:artist:0QJKELJZZuLAjqLOOixJm5","The Bloody Beetroots","2009-01-01","https://i.scdn.co/image/ab67616d0000b2736ad158b7664a5ca95f3e4319","1","9","273960","","false","0","spotify:user:hcg.12","2021-10-04T03:00:45Z"
